"Station_ID (PK,FK)",EV_Level1_EVSE_Num,EV_Level2_EVSE_num,EV_DC_Fast_Count,EV_Onsite_Renewable_sources
304903,,,2,
304904,,,6,
304905,,,2,
304906,,,2,
304907,,,1,
304908,,,2,
304909,,,2,
304910,,,2,
304911,,,1,
304912,,1,,
304913,,,2,
304914,,,2,
304915,,,4,
304916,,,2,
304917,,,2,
304918,,,6,
304919,,,4,
304920,,,6,
304921,,,5,
304922,,,2,
304923,,,2,
304924,,,2,
304925,,,2,
304926,,1,,
304927,,,1,
304928,,,7,
304929,,,3,
304930,,2,,
304931,,,3,
304932,,,2,
304933,,,4,
304934,,1,2,
304936,,1,1,
304937,,,1,
304938,,1,,
304939,,,2,
304940,,,3,
304941,,,5,
304942,,,2,
304943,,,2,
304944,,,2,
304945,,,2,
304946,,,3,
304947,,,2,
304948,,,2,
304949,,,4,
304950,,,1,
304951,,,6,
304952,,,2,
304953,,,4,
304954,,,2,
304955,,,4,
304956,,,2,
304957,,,2,
304958,,,4,
304959,,,2,
304960,,,2,
304961,,,2,
304962,,,2,
304963,,,1,
304964,,,2,
304965,,,4,
304966,,,2,
304967,,1,,
304968,,,3,
304969,,,4,
304971,,1,2,
304972,,,4,
304973,,,2,
304975,,,2,
304976,,,2,
304977,,,2,
304978,,,2,
304979,,,2,
304980,,,4,
304982,,,1,
304983,,2,2,
304984,,,1,
304985,,,2,
304986,,,1,
304987,,,2,
304988,,,2,
304989,,,2,
304990,,,4,
304991,,1,,
304992,,,1,
304993,,,1,
304994,,,3,
304995,,,1,
304996,,,2,
304998,,,1,
304999,,1,1,
305000,,,1,
305001,,,1,
305003,,1,,
305004,,,1,
305005,,,1,
305006,,,5,
305007,,2,1,
305008,,,1,
305009,,1,1,
305010,,,2,
305011,,,2,
305012,,,4,
305013,,,2,
305014,,,2,
305015,,,2,
305016,,1,1,
305017,,,4,
305018,,,1,
305019,,2,,
305020,,1,,
305021,,1,,
305022,,2,,
305023,,1,,
305024,,2,,
305025,,1,,
305027,,2,,
305028,,4,,
305029,,1,,
305030,,1,,
305031,,2,,
305032,,1,,
305033,,1,,
305034,,2,,
305035,,2,,
305036,,1,,
305037,,1,,
305038,,4,,
305039,,6,,
305040,,2,,
305041,,2,,
305042,,2,,
305043,,2,,
305044,,4,,
305045,,1,,
305046,,1,,
305047,,4,,
305048,,1,,
305049,,1,,
305050,,2,,
305051,,2,,
305052,,1,,
305053,,1,,
305054,,1,,
305055,,1,,
305056,,1,,
305057,,1,,
305058,,1,,
305059,,1,,
305060,,2,,
305061,,3,,
305063,,2,,
305064,,1,,
305065,,1,,
305067,,1,,
305069,,1,,
305071,,3,,
305072,,2,,
305073,,2,,
305074,,2,,
305075,,2,,
305076,,4,,
305077,,2,,
305078,,1,,
305079,,2,,
305080,,2,,
305081,,2,,
305082,,2,,
305083,,2,,
305084,,1,,
305086,,1,,
305087,,1,,
305088,,1,,
305089,,1,,
305091,,2,,
305092,,1,,
305093,,1,,
305094,,1,,
305095,,2,,
305096,,2,,
305097,,4,,
305098,,2,,
305099,,2,,
305100,,2,,
305101,,2,,
305102,,4,,
305103,,1,,
305104,,2,,
305105,,2,,
305106,,5,,
305107,,1,,
305108,,2,,
305109,,2,,
305110,,1,,
305111,,1,,
305112,,1,,
305113,,1,,
305114,,1,,
305115,,1,,
305117,,2,,
305118,,2,,
305119,,1,,
305120,,4,,
305121,,2,,
305122,,4,,
305123,,1,,
305124,,2,,
305125,,1,,
305126,,5,,
305127,,1,,
305128,,1,,
305129,,1,,
305130,,4,,
305131,,1,,
305132,,2,,
305134,,1,,
305135,,1,,
305136,,2,,
305137,,1,,
305138,,2,,
305139,,1,,
305140,,2,,
305141,,6,,
305142,,2,,
305143,,2,,
305144,,2,,
305145,,5,,
305146,,2,,
305148,,1,,
305149,,2,,
305150,,2,,
305151,,1,,
305152,,2,,
305153,,4,,
305154,,1,,
305155,,1,,
305156,,2,,
305158,,8,,
305159,,4,,
305160,,4,,
305161,,1,,
305162,,1,,
305163,,2,,
305164,,2,,
305165,,8,,
305166,,1,,
305167,,1,,
305168,,4,,
305169,,1,,
305170,,4,,
305171,,1,,
305172,,1,,
305173,,2,,
305174,,2,,
305175,,2,,
305176,,2,,
305177,,2,,
305178,,4,,
305179,,1,,
305180,,1,,
305181,,1,,
305182,,2,,
305183,,4,,
305184,,1,,
305185,,,1,
305186,,1,1,
305187,,1,1,
305188,,2,1,
305189,,,1,
305190,,2,1,
305191,,2,2,
305193,,,1,
305194,,,1,
305195,,,1,
305196,,34,,
305198,,1,,
305199,,2,,
305200,,2,,
305201,,2,,
305202,,1,,
305203,,1,,
305204,,1,,
305205,,6,,
305208,,1,,
305209,,1,,
305210,,1,,
305211,,2,,
305212,,2,,
305213,,1,,
305214,,1,,
305215,,1,,
305216,,2,,
305217,,1,,
305218,,1,,
305219,,2,,
305220,,1,,
305221,,1,,
305223,,1,,
305224,,1,,
305225,,1,,
305226,,1,,
305227,,1,,
305229,,1,,
305230,,1,,
305231,,1,,
305232,,1,,
305233,,1,,
305234,,1,,
305235,,1,,
305236,,1,,
305237,,1,,
305238,,1,,
305239,,1,,
305240,,1,,
305241,,1,,
305242,,1,,
305243,,1,,
305244,,1,,
305245,,1,,
305246,,1,,
305247,,1,,
305248,,1,,
305249,,1,,
305251,,1,,
305252,,1,,
305253,,1,,
305254,,1,,
305255,,1,,
305256,,1,,
305257,,1,,
305258,,1,,
305259,,1,,
305260,,1,,
305261,,1,,
305262,,1,,
305263,,1,,
305264,,1,,
305265,,1,,
305266,,1,,
305267,,1,,
305268,,1,,
305269,,1,,
305270,,1,,
305271,,1,,
305272,,1,,
305273,,1,,
305274,,1,,
305275,,1,,
305276,,1,,
305277,,1,,
305279,,1,,
305280,,1,,
305281,,1,,
305282,,1,,
305283,,1,,
305285,,1,,
305286,,1,,
305287,,1,,
305288,,1,,
305290,,1,,
305291,,1,,
305292,,1,,
305293,,1,,
305294,,1,,
305295,,1,,
305296,,1,,
305297,,2,,
305298,,2,,
305299,,1,,
305300,,2,,
305301,,1,,
305302,,1,,
305303,,1,,
305305,,2,,
305306,,1,,
305308,,1,,
305309,,1,,
305310,,1,,
305311,,1,,
305312,,1,,
305313,,1,,
305314,,1,,
305315,,1,,
305316,,1,,
305317,,1,,
305318,,1,,
305319,,1,,
305320,,3,,
305321,,1,,
305322,,1,,
305323,,1,,
305324,,1,,
305325,,1,,
305326,,1,,
305327,,1,,
305329,,1,,
305330,,1,,
305331,,1,,
305332,,2,,
305333,,1,,
305334,,1,,
305335,,1,,
305336,,1,,
305337,,1,,
305338,,1,,
305339,,1,,
305340,,1,,
305341,,1,,
305342,,1,,
305343,,1,,
305344,,1,,
305345,,2,,
305346,,4,,
305347,,1,,
305353,,1,,
305354,,1,,
305355,,4,,
305356,,1,,
305357,,1,,
305358,,4,,
305359,,5,,
305360,,3,,
305361,,1,,
305363,,1,,
305364,,1,,
305365,,2,,
305366,,1,,
305367,,4,,
305368,,2,,
305369,,2,,
305370,,2,,
305372,,2,,
305373,,2,,
305374,,2,,
305375,,2,,
305376,,2,,
305377,,2,,
305378,,2,,
305379,,2,,
305380,,2,,
305381,,2,,
305382,,1,,
305383,,2,,
305384,,1,,
305385,,12,,
305386,,5,,
305387,,2,,
305388,,1,,
305389,,4,,
305390,,1,,
305391,,2,,
305392,,3,,
305393,,1,,
305394,,1,,
305395,,1,,
305397,,1,,
305398,,1,,
305399,,1,,
305400,,1,,
305401,,1,,
305403,,2,,
305404,,1,,
305405,,5,,
305406,,4,,
305407,,2,,
305408,,1,,
305409,,2,,
305410,,2,,
305412,,5,,
305413,,2,,
305414,,1,,
305415,,1,,
305416,,2,,
305417,,1,,
305418,,2,,
305419,,4,,
305420,,1,,
305421,,1,,
305422,,2,,
305423,,4,,
305424,,2,,
305425,,1,,
305426,,2,,
305427,,2,,
305428,,1,,
305429,,1,,
305431,,2,,
305432,,2,,
305433,,1,,
305434,,1,,
305435,,2,,
305436,,8,,
305437,,3,,
305440,,2,,
305441,,2,,
305445,,2,,
305446,,2,,
305447,,1,,
305448,,1,,
305449,,1,,
305452,,1,,
305453,,2,,
305455,,4,,
305457,,1,,
305458,,2,,
305459,,1,,
305460,,4,,
305461,,1,,
305462,,7,,
305463,,8,,
305464,,2,,
305465,,2,,
305466,,1,,
305467,,2,,
305468,,2,,
305469,,2,,
305470,,1,,
305471,,1,,
305472,,1,,
305473,,1,,
305474,,1,,
305475,,1,,
305477,,2,,
305479,,2,,
305480,,2,,
305481,,2,,
305482,,2,,
305483,,2,,
305485,,2,,
305486,,1,,
305488,,3,,
305489,,2,,
305490,,2,,
305491,,4,,
305493,,4,,
305494,,2,,
305495,,2,,
305497,,4,,
305498,,2,,
305500,,2,,
305501,,4,,
305502,,2,,
305503,,1,,
305505,,2,,
305506,,2,,
305507,,2,,
305508,,2,,
305509,,2,,
305510,,1,,
305511,,2,,
305512,,2,,
305513,,2,,
305514,,2,,
305515,,2,,
305516,,2,,
305518,,1,,
305520,,1,,
305521,,1,,
305522,,1,,
305523,,1,,
305524,,1,,
305525,,1,,
305526,,1,,
305527,,1,,
305530,,1,,
305531,,2,,
305532,,2,,
305533,,2,,
305534,,2,,
305535,,1,,
305536,,1,,
305537,,1,,
305538,,4,,
305539,,2,,
305540,,2,,
305541,,1,,
305542,,5,,
305543,,2,,
305544,,1,,
305545,,1,,
305547,,2,,
305548,,1,,
305549,,1,,
305550,,2,,
305551,,1,,
305552,,4,,
305553,,1,,
305554,,2,,
305555,,1,,
305556,,1,,
305557,,1,,
305558,,2,,
305559,,2,,
305560,,1,,
305561,,1,,
305562,,1,,
305563,,1,,
305565,,2,,
305566,,1,,
305567,,1,,
305568,,2,,
305569,,1,,
305570,,2,,
305571,,2,,
305572,,1,,
305573,,1,,
305574,,1,,
305575,,1,,
305576,,1,,
305577,,1,,
305578,,1,,
305580,,1,,
305581,,1,,
305583,,1,,
305584,,1,,
305585,,1,,
305587,,1,,
305588,,2,,
305589,,2,,
305590,,1,,
305591,,2,,
305592,,1,,
305593,,1,,
305594,,1,,
305595,,1,,
305596,,2,,
305597,,1,,
305598,,1,,
305599,,4,,
305600,,1,,
305601,,1,,
305602,,1,,
305603,,2,,
305604,,1,,
305605,,1,,
305606,,3,,
305607,,1,,
305609,,2,,
305610,,1,,
305611,,1,,
305612,,2,,
305613,,1,,
305614,,2,,
305615,,2,,
305616,,2,,
305617,,1,,
305618,,2,,
305619,,1,,
305620,,2,,
305622,,1,,
305623,,1,,
305625,,1,,
305626,,1,,
305627,,1,,
305628,,1,,
305629,,1,,
305630,,4,,
305631,,2,,
305632,,1,,
305633,,1,,
305634,,2,,
305635,,1,,
305636,,1,,
305637,,1,,
305638,,1,,
305640,,1,,
305641,,4,,
305642,,4,,
305643,,1,,
305644,,4,,
305645,,1,,
305646,,1,,
305647,,4,,
305648,,4,,
305650,,2,,
305651,,2,,
305652,,1,,
305653,,2,,
305654,,2,,
305655,,1,,
305656,,2,,
305657,,1,,
305658,,1,,
305659,,1,,
305660,,1,,
305661,,2,,
305662,,1,,
305663,,1,,
305664,,1,,
305665,,1,,
305666,,2,,
305668,,4,,
305669,,2,,
305670,,1,,
305671,,1,,
305672,,2,,
305674,,1,,
305675,,2,,
305676,,1,,
305677,,1,,
305678,,2,,
305679,,2,,
305680,,1,,
305681,,2,,
305682,,2,,
305683,,2,,
305684,,2,,
305685,,1,,
305686,,1,,
305687,,1,,
305688,,2,,
305689,,2,,
305690,,1,,
305691,,1,,
305693,,2,,
305694,,1,,
305695,,2,,
305696,,1,,
305697,,1,,
305698,,1,,
305699,,1,,
305700,,2,,
305701,,2,,
305702,,2,,
305703,,1,,
305704,,2,,
305706,,2,,
305707,,2,,
305708,,2,,
305709,,1,,
305710,,1,,
305712,,1,,
305713,,1,,
305714,,8,,
305715,,2,,
305716,,2,,
305717,,6,,
305718,,5,,
305719,,1,,
305720,,1,,
305721,,1,,
305724,,4,,
305725,,1,,
305727,,1,,
305728,,4,,
305729,,1,,
305730,,1,,
305731,,3,,
305732,,1,,
305733,,1,,
305734,,60,,
305735,,4,,
305736,,10,,
305737,,10,,
305738,,6,,
305739,,1,,
305740,,2,,
305741,,2,,
305742,,2,,
305743,,2,,
305744,,2,,
305745,,1,,
305746,,2,,
305748,,2,,
305749,,1,,
305750,,1,,
305751,,1,,
305752,,2,,
305753,,1,,
305754,,4,,
305755,,2,,
305756,,2,,
305757,,2,,
305758,,2,,
305759,,4,,
305760,,1,,
305761,,2,3,
305762,,1,,
305763,,1,,
305766,,4,,
305767,,1,,
305768,,1,,
305770,,1,,
305771,,1,,
305772,,2,,
305773,,1,,
305774,,1,,
305775,,1,,
305776,,2,,
305777,,2,,
305778,,6,,
305779,,4,,
305780,,2,,
305781,,2,,
305782,,1,,
305783,,2,,
305784,,2,,
305785,,1,,
305786,,2,,
305788,,2,,
305789,,2,,
305790,,6,,
305791,,6,,
305792,,4,,
305793,,1,,
305794,,1,,
305795,,1,,
305796,,1,,
305797,,3,,
305798,,2,,
305799,,2,,
305800,,2,,
305801,,2,,
305804,,1,,
305805,,3,,
305806,,1,,
305807,,1,,
305808,,2,,
305809,,4,,
305810,,1,,
305811,,1,,
305812,,1,,
305813,,2,,
305814,,2,,
305815,,1,,
305816,,1,,
305817,,1,,
305818,,5,,
305819,,4,,
305820,,4,,
305821,,1,,
305822,,1,,
305823,,1,,
305824,,2,,
305825,,1,,
305826,,1,,
305827,,9,,
305828,,2,,
305829,,1,,
305830,,1,,
305831,,1,,
305832,,2,,
305833,,1,,
305834,,1,,
305835,,2,,
305836,,1,,
305837,,1,,
305838,,1,,
305841,,1,,
305842,,1,,
305843,,1,,
305844,,1,,
305845,,1,,
305846,,1,,
305847,,2,,
305848,,1,,
305849,,2,,
305850,,2,,
305853,,2,,
305855,,6,,
305856,,6,,
305860,,1,,
305862,,1,,
305863,,2,,
305864,,1,,
305865,,2,,
305866,,2,,
305867,,2,,
305868,,2,,
305869,,1,,
305870,,2,,
305872,,1,,
305873,,1,,
305874,,1,,
305875,,1,,
305876,,1,,
305877,,2,,
305878,,1,,
305879,,1,,
305880,,1,,
305881,,1,,
305887,,1,,
305888,,1,,
305889,,1,,
305892,,1,,
305894,,1,,
305895,,1,,
305896,,1,,
305899,,1,,
305900,,1,,
305902,,1,,
305905,,1,,
305907,,1,,
305908,,1,,
305909,,1,,
305911,,1,,
305912,,1,,
305918,,1,,
305921,,1,,
305922,,1,,
305923,,1,,
305926,,2,,
305929,,1,,
305930,,1,,
305932,,1,,
305933,,1,,
305934,,1,,
305937,,1,,
305938,,1,,
305939,,2,,
305940,,1,,
305941,,1,,
305943,,1,,
305944,,1,,
305945,,1,,
305946,,1,,
305947,,1,,
305948,,2,,
305949,,1,,
305952,,1,,
305953,,2,,
305954,,1,,
305955,,1,,
305957,,1,,
305958,,2,,
305959,,1,,
305960,,1,,
305961,,1,,
305962,,16,,
305963,,4,,
305964,,3,,
305965,,1,,
305966,,6,,
305967,,2,,
305968,,4,,
305969,,4,,
305970,,2,,
305971,,2,,
305972,,2,,
305973,,4,,
305974,,4,,
305975,,2,,
305976,,4,,
305977,,1,,
305978,,2,,
305979,,2,,
305980,,1,,
305981,,2,,
305982,,1,,
305983,,1,,
305984,,2,,
305985,,2,,
305987,,2,,
305988,,2,,
305989,,4,,
305990,,2,,
305994,,1,,
305995,,5,,
305997,,2,,
305998,,5,,
305999,,2,,
306001,,1,,
306002,,1,,
306003,,1,,
306004,,1,,
306005,,2,,
306006,,1,,
306007,,1,,
306008,,2,,
306009,,2,,
306012,,2,,
306013,,2,,
306014,,2,,
306015,,2,,
306016,,2,,
306017,,1,,
306018,,1,,
306019,,2,,
306020,,2,,
306021,,4,,
306022,,7,,
306023,,2,,
306024,,4,,
306025,,2,,
306026,,2,,
306027,,2,,
306028,,2,,
306029,,2,,
306030,,2,,
306031,,1,,
306032,,1,,
306033,,2,,
306034,,2,,
306035,,1,,
306036,,1,,
306037,,1,,
306039,,1,,
306040,,4,,
306042,,1,,
306043,,1,,
306044,,1,,
306045,,1,,
306046,,2,,
306047,,1,,
306049,,4,,
306050,,1,,
306051,,4,,
306052,,4,,
306053,,10,,
306054,,2,,
306055,,2,,
306056,,2,,
306057,,4,,
306058,,4,,
306059,,2,,
306060,,1,,
306061,,4,,
306062,,1,,
306063,,1,,
306065,,2,,
306066,,2,,
306067,,2,,
306068,,1,,
306069,,1,,
306070,,4,,
306071,,4,,
306072,,4,,
306073,,4,,
306074,,4,,
306075,,4,,
306076,,4,,
306077,,2,,
306079,,4,,
306080,,2,,
306081,,1,,
306083,,4,,
306084,,1,,
306085,,2,,
306086,,2,,
306087,,1,,
306088,,1,,
306089,,1,,
306090,,2,,
306091,,1,,
306092,,4,,
306093,,5,,
306094,,2,,
306095,,1,,
306096,,2,,
306097,,1,,
306098,,4,,
306099,,1,,
306101,,4,,
306102,,4,,
306103,,4,,
306104,,1,,
306105,,1,,
306107,,1,,
306108,,4,,
306109,,1,,
306110,,1,,
306111,,2,,
306112,,2,,
306113,,2,,
306115,,2,,
306116,,2,,
306117,,1,,
306118,,2,,
306119,,2,,
306120,,2,,
306121,,1,,
306122,,4,,
306123,,1,,
306124,,1,,
306125,,2,,
306126,,2,,
306127,,2,,
306128,,2,,
306129,,1,,
306130,,2,,
306132,,1,,
306133,,1,,
306134,,2,,
306135,,4,,
306136,,1,2,
306137,,1,,
306138,,1,,
306139,,2,,
306140,,2,,
306141,,2,,
306142,,2,,
306143,,2,,
306144,,4,,
306145,,1,,
306146,,1,,
306147,,2,,
306148,,1,,
306149,,4,,
306150,,2,,
306151,,2,,
306152,,1,,
306153,,4,,
306154,,1,,
306155,,2,,
306156,,2,,
306157,,2,,
306158,,2,,
306159,,1,,
306160,,2,,
306161,,1,,
306162,,1,,
306163,,2,,
306164,,2,,
306165,,2,,
306167,,2,,
306168,,2,,
306169,,4,,
306170,,2,,
306171,,2,,
306172,,4,,
306173,,1,,
306174,,1,,
306175,,1,,
306176,,2,,
306177,,2,,
306178,,2,,
306179,,4,,
306180,,2,,
306181,,1,,
306182,,2,,
306183,,2,,
306184,,4,,
306186,,1,,
306187,,2,,
306188,,1,,
306189,,1,,
306190,,2,,
306191,,2,,
306192,,2,,
306193,,2,,
306194,,2,,
306195,,2,,
306196,,2,,
306197,,2,,
306198,,8,,
306199,,10,,
306200,,2,,
306201,,6,,
306202,,1,,
306208,,1,,
306313,,2,,
306314,,,8,
306372,,1,,
306374,,2,,
306375,,1,,
306378,,2,,
306379,,2,,
306380,,2,,
306381,,2,,
306382,,2,,
306383,,2,,
306384,,2,,
306385,,2,,
306386,,2,,
306387,,2,,
306388,,2,,
306397,,2,,
306399,,1,,
306453,,2,,
306465,,4,,
306476,,2,,
306534,,2,,
306537,,2,,
306538,,2,,
306540,,1,,
306599,,2,,
306612,,,1,
306613,,,2,
306615,,18,,
306616,,4,,
306617,,1,,
306692,,2,,
306693,,2,,
306694,,2,,
306697,,2,,
306707,,1,,
306708,,2,,
306709,,4,,
306710,,2,,
306816,,1,,
306823,,2,,
306824,,2,,
306853,,2,,
306854,,1,,
306855,,1,,
306856,,4,,
306857,,1,,
306871,,,6,
306923,,5,,
306924,,1,,
306926,,1,,
306927,,4,,
307033,,4,,
307034,,1,,
307036,,2,,
307038,,1,,
307039,,2,,
307130,,,1,
307131,,,1,
307374,,2,,
307376,,2,,
307377,,2,,
307378,,2,,
307379,,2,,
307380,,2,,
307381,,2,,
307388,,2,,
307389,,2,,
307390,,2,,
307400,,8,,
307403,,,1,
307404,,,1,
307405,,,4,
307407,,,4,
307456,,2,,
307465,,5,,
307467,,1,,
307468,,4,,
307537,,2,,
307560,,1,,NONE
307593,,2,,
307601,,,1,
307674,,2,,
307684,,4,,
307685,,2,,
307687,,2,,
307688,,4,,
307731,,2,,
307732,,2,,
307733,,2,,
307734,,2,,
307735,,2,,
307736,,2,,
307737,,2,,
307738,,2,,
307773,,2,,
307775,,3,,
307776,,2,,
307777,,2,,
307779,,8,,
307780,,2,,
307781,,5,,
307850,,2,,
307896,,2,,
307897,,1,,
307899,,2,,
307976,,,1,
307977,,2,,
307985,,2,,
307986,,2,,
307988,,,1,
307990,,2,,
308052,,2,,
308072,,10,,
308073,,2,,
308074,,2,,
308112,,2,,
308113,,1,,
308115,,2,,
308116,,4,,
308117,,2,,
308118,,4,,
308245,,1,,
308246,,2,,
308248,,2,,
308249,,2,,
308250,,2,,
308251,,2,,
308252,,2,,
308253,,2,,
308254,,2,,
308255,,2,,
308256,,2,,
308257,,2,,
308258,,,1,
308266,,2,,
308385,,2,,
308386,,2,,
308389,,3,,
308401,,16,,
308404,,7,,
308406,,2,,
308407,,2,,
308408,,4,,
308496,,2,,
308497,,2,,
308498,,2,,
308499,,,1,
308510,,2,,
308512,,6,,
308513,,,8,
308514,,,12,
308518,,2,,
308604,,2,,
308605,,2,,
308606,,2,,
308607,,4,,
308611,,,2,
308665,,2,,
308666,,2,,
308667,,2,,
308668,,2,,
308709,,2,,
308710,,2,,
308711,,2,,
308712,,2,,
308713,,2,,
308714,,2,,
308715,,2,,
308716,,2,,
308717,,2,,
308718,,2,,
308719,,2,,
308720,,2,,
308721,,2,,
308722,,2,,
308723,,2,,
308724,,2,,
308725,,2,,
308726,,2,,
308727,,2,,
308728,,2,,
308729,,2,,
308730,,2,,
308733,,2,,
308734,,2,,
308739,,10,,
308741,,2,,
308742,,2,,
308744,,6,,
308745,,1,,
308824,,2,,
308828,,,2,
308836,,4,,
308837,,2,,
308839,,,1,
308840,,,1,
308841,,4,,
308842,,,1,
308843,,,2,
308845,,2,,
310503,,2,,
310504,,2,,
310505,,2,,
310506,,2,,
310511,,2,,
310512,,2,,
310513,,1,,
310514,,4,,
310531,,4,,
310543,,,4,
310645,,2,,
310646,,2,,
310647,,2,,
310648,,2,,
310649,,2,,
310650,,2,,
310651,,2,,
310652,,,1,
310657,,2,,
310658,,4,,
310660,,,4,
310661,,4,,
310766,,2,,
310773,,1,,
310774,,4,,
310864,,,1,
310865,,14,,
310866,,4,,
310868,,2,,
310972,,2,,
310974,,2,,
310975,,2,,
310976,,2,,
310996,,4,,
310998,,4,,
311000,,2,,
311002,,2,,
311003,,2,,
311004,,4,,
311006,,4,,
311008,,2,,
311009,,,12,
311010,,1,,
311011,,4,,
311012,,4,,
311115,,2,,
311116,,2,,
311124,,3,,
311126,,1,,
311192,,2,,
311193,,2,,
311194,,2,,
311195,,2,,
311197,,2,,
311198,,2,,
311199,,2,,
311200,,2,,
311201,,2,,
311202,,2,,
311203,,2,,
311213,,1,,
311214,,,1,
311216,,,1,
311217,,1,,
311255,,,8,
311256,,,12,
311332,,2,,
311334,,2,,
311337,,2,,
311338,,2,,
311339,,2,,
311364,,2,,
311370,,3,,
311499,,2,,
311516,,2,,
311517,,2,,
311518,,4,,
311524,,,4,
311528,,1,,
311529,,1,,
311530,,1,,
311616,,2,,
311617,,2,,
311629,,2,,
311630,,4,,
311631,,4,,
311632,,1,,
311655,,9,,
311656,,6,,
311805,,2,,
311807,,2,,
311808,,,2,
311809,,2,,
311810,,2,,
311828,,1,,
311830,,,2,
311831,,3,,
311833,,2,,
311838,,4,,
311840,,4,,
311842,,1,,
311843,,4,,
311844,,4,,
311938,,,1,
311939,,,2,
311940,,2,,
311942,,,1,
311943,,4,,
311944,,,12,
312128,,2,,
312129,,2,,
312130,,2,,
312131,,2,,
312132,,2,,
312133,,2,,
312134,,2,,
312138,,1,,
312140,,2,,
312141,,4,,
312142,,,1,
312144,,6,,
312145,,2,,
312146,,4,,
312210,,2,,
312211,,2,,
312212,,,1,
312225,,2,,
312226,,2,,
312228,,4,,
312286,,2,,
312287,,2,,
312293,,,1,
312354,,2,,
312375,,2,,
312376,,2,,
312380,,1,,
312381,,4,,
312383,,4,,
312509,,2,,
312524,,,40,
312525,,,8,
312591,,2,,
312620,,2,,
312621,,,4,
312741,,2,,
312742,,2,,
312743,,2,,
312754,,2,,
312755,,,8,
312757,,4,,
312760,,2,,
312761,,2,,
312762,,2,,
312763,,4,,
312764,,4,,
312765,,4,,
312766,,4,,
312783,,2,,
312785,,8,,
312786,,3,,
312976,,2,,
312977,,2,,
312987,,4,,
312994,,2,,
313062,,2,,
313063,,2,,
313064,,2,,
313075,,1,,
313102,,3,,
313104,,1,1,
313506,,2,,
313510,,6,,
313515,,2,,
313517,,2,,
313523,,2,,
313550,,4,,
313551,,1,,
313552,,4,,
313553,,2,,
313554,,2,,
313555,,3,,
313556,,4,,
313557,,4,,
313559,,25,,
313561,,2,,
313562,,10,,
313564,,2,,
313565,,6,,
313566,,20,,
313568,,2,,
313569,,,2,
313571,,2,,
313572,,1,,
313573,,1,,
313574,,4,,
313575,,4,,
313577,,2,,
313580,,1,,
313583,,4,,
313585,,1,,
313586,,10,,
313587,,4,,
313588,,4,,
313589,,10,,
313591,,4,,
313593,,4,,
313594,,7,,
313596,,6,,
313597,,4,,
313598,,1,,
313599,,8,,
313600,,,2,
313608,,4,,
313706,,,1,
313707,,,1,
313708,,,1,
313716,,2,,
313718,,2,,
313719,,,2,
313720,,4,,
313731,,1,,
313732,,1,,
313802,,2,,
313803,,2,,
313804,,2,,
313805,,2,,
313808,,2,,
313816,,4,,
313817,,4,,
314078,,2,,
314079,,2,,
314080,,,1,
314081,,,1,
314092,,4,,
314093,,8,,
314095,,4,,
314189,,2,,
314190,,2,,
314251,,2,,
314254,,4,,
314255,,4,,
314256,,4,,
314257,,4,,
314552,,,1,
314553,,2,,
314556,,1,,
314557,,2,,
314558,,,1,
314732,,4,,
314740,,1,,
314741,,2,,
314742,,1,,
314746,,2,,
314747,,2,,
314748,,2,,
314750,,1,,
314751,,1,,
314766,,2,,
315085,,4,,
315086,,5,,
315088,,8,2,
315175,,66,1,
315196,,8,,
315278,,2,1,
315283,,3,,
315299,,4,,
315309,,1,1,
315521,,,2,
315708,,2,,
315709,,2,,
315710,,2,,
315711,,2,,
315712,,2,,
315734,,9,,
315736,,1,,
315809,,2,,
315819,,,1,
315820,,4,,
315821,,2,,
315822,,4,,
315824,,1,,
315829,,2,,
315853,,6,,
315855,,,4,
315883,,1,,
315884,,,2,
315885,,2,,
315886,,8,,
315887,,,1,
315888,,4,,
315889,,2,,
315890,,4,,
315892,,4,,
315893,,1,,
315894,,4,,
315895,,4,,
315896,,10,,
315897,,8,,
315898,,2,,
315899,,4,,
315900,,,1,
315901,,6,,
315902,,2,,
315903,,8,,
315904,,2,,
315905,,2,,
315906,,,2,
315907,,12,,
315908,,3,,
315909,,2,,
315911,,2,,
315912,,2,,
315913,,8,,
315914,,2,,
315915,,4,,
315916,,,5,
315917,,11,,
315918,,2,,
315919,,,1,
315920,,,1,
315921,,4,,
315922,,6,,
315923,,,1,
315924,,,1,
315925,,,1,
315926,,4,,
315927,,2,,
315928,,9,,
315929,,4,1,
315931,,2,,
315932,,16,,
315933,,2,,
315934,,2,,
315935,,4,,
315936,,3,,
315937,,,1,
315938,,1,,
315940,,2,,
315941,,4,,
315942,,,1,
315943,,2,,
315944,,1,,
315945,,,4,
315946,,2,,
315947,,3,,
315948,,2,,
315949,,1,,
315950,,2,,
315951,,2,,
315952,,1,,
315953,,,1,
315954,,5,,
315955,,1,,
315956,,1,,
315957,,2,,
315958,,5,,
315959,,2,,
315960,,2,,
315961,,2,,
315962,,2,,
315963,,8,,
315964,,,1,
315965,,,1,
315967,,1,,
315968,,4,,
315969,,2,,
315970,,1,,
315971,,9,,
315972,,6,,
315973,,2,,
315974,,2,,
315975,,3,,
315976,,2,,
315978,,11,,
315979,,,2,
315980,,5,,
315981,,4,,
315982,,1,,
315983,,1,,
315984,,2,,
315985,,1,,
315986,,1,,
315988,,3,,
315989,,4,,
315990,,4,,
315992,,2,,
