"Station_ID (PK,FK)",EV_Level1_EVSE_Num,EV_Level2_EVSE_num,EV_DC_Fast_Count,EV_Onsite_Renewable_sources
207861,,,6,
207918,,2,,
207919,,2,,
207968,,2,,
207969,,10,,
207970,,2,,
208804,,,2,
208810,,,2,
208823,,6,,
208824,,6,,
208825,,8,,
208826,,2,,
208829,,2,,
208830,,2,,
208831,,2,,
208832,,2,,
208833,,2,,
208841,,3,,
208844,,3,,
208845,,3,,
208847,,2,,
208857,,2,,
209289,,2,,
209292,,1,,
209293,,1,,
209294,,1,,
209296,,1,,
209298,,,2,
209318,,2,,
209319,,2,,
209320,,1,,
209321,,2,,
209322,,6,,
209324,,2,,
209326,,2,,
209327,,2,,
209328,,4,,
209360,,,2,
209364,,3,,
209397,,2,,
209409,,2,,
210154,,8,,
210157,,2,,
210178,,,1,
210181,,,1,
210182,,,1,
210185,,,1,
210186,,,1,
210187,,,1,
210190,,,1,
210191,,,1,
210197,,,2,
210229,,,2,
210230,,6,,
210231,,6,,
210314,,2,,
210325,,2,,
210363,,2,,
210364,,2,,
210365,,2,,
210366,,2,,
210367,,4,,
210368,,2,,
210372,,4,,
210373,,4,,
210380,,4,,
210391,,,2,
210392,,,2,
210395,,,2,
210402,,,2,
210403,,,2,
210404,,,2,
210405,,,2,
210410,,,2,
210415,,2,,
210416,,,2,
210417,,,2,
210486,,1,,
210497,,38,,
210499,,2,,
210504,,2,,
210516,,4,,
210517,,4,,
210538,,18,1,
210542,,2,,
210544,,2,,
210617,,10,,
210637,,2,,
210638,,4,,
210639,,4,,
210640,,4,,
210642,,2,,
211323,,2,,
211591,,2,,
211592,,4,,
211593,,2,,
211594,,2,,
211595,,3,,
211596,,2,,
211598,,2,,NONE
211600,,2,,
211601,,1,,
211608,,1,,
211609,,1,,
211610,,36,,
211632,,2,,
211634,,2,,
211751,,1,,
211752,,3,,
211863,,3,,
211864,,2,,
211934,,,16,
211935,,,6,
211938,,4,,
211939,,,1,
211992,,10,,
211993,,2,,
211994,,2,,
211995,,2,,
212042,,2,,
212043,,2,,
212052,,2,,
212054,,2,,
212055,,2,,
212056,,2,,
212057,,2,,
212059,,2,,
212060,,2,,
212061,,2,,
212088,,2,,
212089,,2,,
212148,,2,,
212149,,2,,
212152,,10,,
212211,,1,,
212245,,1,2,
212246,,2,,
212628,,2,,
212641,,3,,
212723,,2,,
212724,,2,,
212732,,2,,
212733,,1,,
212734,,2,,
212760,,2,,
212930,,1,,
212931,,2,,
212932,,2,,
212933,,2,,
212996,,2,,
212997,,2,,
213029,,1,,
213030,,2,,
213074,,4,,
213164,,,8,
213180,,2,,
213181,,2,,
213182,,2,,
213192,,,1,
213197,,,1,
213209,,1,,
213210,,1,,
213211,,10,,
213212,,2,,
213318,,2,,
213341,,,1,
213342,,,1,
213349,,2,,
213360,,2,,
213441,,4,,
213442,,2,,
213444,,4,,
213503,,2,,
213504,,5,,
213505,,2,,
213506,,8,,
213507,,11,,
213571,,2,,
213572,,1,,
213605,,2,,
213607,,2,,
213677,,2,,
213791,,4,,
213792,,2,,
213853,,1,,
213913,,12,,
214125,,2,,
214128,,2,,
214144,,4,,
214280,,4,,
214317,,2,,
214361,,5,,
214722,,,7,
214769,,2,,
214796,,2,,
214894,,2,,
214895,,2,,
214896,,2,,
214897,,2,,
214898,,2,,
214945,,2,,
214948,,5,,
214959,,2,,
214960,,2,,
214961,,2,,
214990,,2,,
214991,,2,,
215002,,4,,
215016,,2,,
216390,,,6,
216400,,2,,
216415,,2,,
216416,,2,,
216417,,2,,
216418,,2,,
216419,,2,,
216586,,2,,
216587,,2,,
216588,,2,,
216589,,2,,
216590,,2,,
217171,,2,,
217292,,,1,
217336,,2,,
217355,,2,,
217401,,1,,
217402,,2,,
217403,,2,,
217404,,2,,
217406,,2,,
217429,,2,,
217433,,2,,
217458,,1,,
217459,,2,,
218513,,2,,
218533,,2,,
218534,,4,,
218535,,2,,
218858,,1,,
218859,,1,,
218860,,1,,
218862,,1,,
218863,,1,,
218864,,1,,
218865,,1,,
218866,,1,,
218867,,1,,
218868,,1,,
218870,,1,,
218871,,2,,
218872,,1,,
218875,,2,,
218876,,1,,
218877,,1,,
218879,,1,,
218880,,1,,
218881,,1,,
218882,,2,,
218883,,1,,
218884,,1,,
218885,,1,,
218886,,2,,
218887,,1,,
218890,,1,,
218891,,1,,
218892,,1,,
218893,,1,,
218894,,1,,
218896,,2,,
218899,,2,,
218900,,1,,
218902,,2,,
218903,4,2,,
218904,,1,,
218905,,1,2,
218906,,1,,
218907,,1,2,
218908,,1,,
218909,,1,,
218910,,2,,
218911,,2,,NONE
218912,,2,,
218913,,,8,
218993,,,2,
219883,,,4,
220266,,2,,
220267,,1,,
220342,,2,,
220379,,2,,
220399,,2,,
220456,,2,,
220522,,2,,
220523,,2,,
220524,,2,,
220723,,,2,
220725,,,6,
220727,,,2,
220728,,,2,
220730,,,2,
220731,,,4,
220732,,,4,
220733,,,6,
220734,,,4,
220786,,2,,
220917,,4,,
220918,,2,,
220972,,4,,
221008,,1,,
221267,,,1,
221306,,2,,
221307,,1,,
221521,,5,,
221568,,2,,
221593,,1,,
221866,,,6,
221867,,,6,
221868,,,6,
221869,,,6,
221870,,4,,
221871,,2,,
222079,,1,,
222081,,2,,
222142,,2,,
222144,,8,,
222145,,6,,
222201,,2,,
222231,,6,,
222572,,6,,
222888,,1,,
223356,,,1,
223364,,,2,
223366,,,2,
223422,,2,,
223424,,2,,
223425,,2,,
223430,,2,,
223431,,2,,
223432,,2,,
223439,,4,,
223476,,2,,
223523,,2,,
223525,,2,1,
223564,,,1,
223601,,2,,
223619,,,2,
223621,,,2,
223756,,2,,
224185,,,8,
224186,,2,,
224187,,1,,
224189,,2,,
224369,,2,,
224414,,2,,
224515,,4,,
224516,,5,,
224626,,,1,
224661,,,1,
224664,,2,,
225029,,1,,
225030,,1,,
225031,,,12,
225033,,2,,
225036,,4,,
225042,,4,,
225044,,2,,
225046,,2,,
225047,,2,,
225048,,2,,
225049,,2,,
225050,,4,,
225179,,2,,
225241,,2,,
225242,,2,,
225377,,2,,
225399,,1,1,
225447,,1,,
225503,,2,,
225504,,2,,
225507,,4,,
225508,,4,,
225575,,2,,
225589,,2,,
225860,,1,,
225861,,1,,
225862,,1,,
225863,,1,,
225864,,1,,
225865,,1,,
225866,,1,,
225867,,1,,
225868,,1,,
225869,,1,,
225870,,1,,
225871,,1,,
225872,,1,,
225874,,1,,
225875,,1,,
225913,,6,,
225917,,1,,
225990,,1,,
226063,,1,,
226106,,4,,
226123,,,3,
226124,,1,,
226125,,1,,
226126,,2,,
226128,,1,,
226129,,2,,
226130,,2,,
226131,,1,,
226132,,1,,
226133,,1,,
226134,,2,,
226135,,2,,
226136,,1,,
226137,,1,,
226138,,3,,
226139,,1,,
226140,,1,,
226141,,2,,
226142,,2,,
226188,,2,,
226552,,,8,
226553,,,12,
226760,,2,,
226837,,2,,
226838,,2,,
226839,,2,,
226840,,2,,
227109,,,6,
227142,,,1,
227258,,2,,
227316,,1,,
227348,,2,,
227370,,5,,
227445,,1,,
227553,,7,,
227556,,2,,
227608,,2,,
227610,,2,,
227719,,1,,
227782,,2,,
227884,,1,1,
228821,,2,,
228843,,2,,
228844,,2,,
228845,,2,,
228846,,2,,
228889,,5,,
229153,,1,,
229154,,1,,
229157,,1,,
229160,,1,,
229161,,1,,
229162,,1,,
229164,,1,,
229165,,1,,
229166,,1,,
229167,,2,,
229168,,1,,
229169,,1,,
229170,,1,,
229172,,1,,
229173,,1,,
229174,,1,,
229175,,1,,
229177,,4,,
229195,,1,,
229432,,2,,
229441,,2,,
229443,,1,,
229526,,4,,
230732,,2,,
230733,,2,,
230734,,2,,
230762,,4,,
231058,,,1,
231071,,1,,
231072,,1,,
231073,,1,,
231085,,2,,
231086,,2,,
231709,,,8,
231710,,,8,
231824,,2,,
231825,,2,,
231832,,,1,
231833,,,1,
231834,,1,,
231838,,2,,
231839,,2,,
231840,,2,,
231841,,2,,
231842,,2,,
231844,,,1,
231845,,2,,
231846,,2,,
231847,,2,,
231849,,2,,
231850,,2,,
231856,,2,,
231857,,1,,
231858,,2,,
231860,,2,,
231861,,2,,
231863,,2,,
231864,,2,,
231865,,2,,
231869,,1,,
231870,,1,,
231872,,2,,
231873,,2,,
231879,,2,,
231880,,2,,
231882,,2,,
231886,,2,,
231887,,2,,
231888,,2,,
231889,,2,,
231890,,2,,
231894,,1,,
231895,,1,,
231896,,2,,
231897,,1,,
231900,,2,,
231901,,2,,
231902,,2,,
231903,,2,,
231904,,2,,
231905,,2,,
231906,,2,,
231907,,2,,
231908,,2,,
231909,,2,,
231910,,2,,
231911,,2,,
231912,,2,,
231913,,2,,
231914,,2,,
231915,,2,,
231917,,2,,
231918,,2,,
231919,,2,,
231920,,2,,
231921,,2,,
231922,,2,,
231923,,2,,
231924,,2,,
231925,,2,,
231926,,2,,
231929,,2,,
231930,,2,,
231931,,2,,
231932,,,1,
231934,,2,,
231936,,2,,
231937,,2,,
231938,,2,,
231939,,2,,
231940,,2,,
231943,,2,,
231944,,2,,
231945,,2,,
231946,,2,,
231947,,2,,
231949,,2,,
231950,,2,,
231951,,2,,
231953,,2,,
231954,,2,,
231955,,,1,
231956,,2,,
231957,,2,,
231958,,2,,
231959,,2,,
231960,,2,,
231961,,2,,
231962,,2,,
231963,,2,,
231965,,2,,
231966,,2,,
231967,,2,,
231968,,2,,
231969,,2,,
231970,,2,,
231971,,1,,
231972,,2,,
231973,,1,,
231974,,2,,
231976,,2,,
231977,,2,,
231980,,2,,
231981,,2,,
231982,,1,,
231983,,2,,
231985,,2,,
231986,,2,,
231989,,2,,
231990,,2,,
231991,,2,,
231992,,2,,
231993,,2,,
231994,,2,,
231995,,2,,
231996,,1,,
231997,,2,,
231998,,2,,
231999,,2,,
232000,,2,,
232001,,2,,
232003,,2,,
232004,,2,,
232005,,1,,
232006,,1,,
232007,,1,,
232008,,1,,
232009,,2,,
232010,,2,,
232011,,2,,
232012,,2,,
232013,,2,,
232014,,2,,
232015,,2,,
232016,,2,,
232017,,2,,
232018,,2,,
232021,,2,,
232022,,2,,
232024,,2,,
232028,,2,,
232029,,2,,
232030,,2,,
232032,,1,,
232033,,1,,
232039,,2,,
232040,,2,,
232041,,2,,
232043,,2,,
232046,,2,,
232049,,2,,
232050,,2,,
232051,,2,,
232053,,2,,
232054,,2,,
232055,,2,,
232056,,2,,
232057,,2,,
232059,,2,,
232060,,2,,
232061,,2,,
232062,,2,,
232063,,2,,
232064,,2,,
232065,,2,,
232066,,2,,
232067,,2,,
232069,,2,,
232070,,2,,
232071,,2,,
232072,,2,,
232074,,2,,
232075,,,1,
232076,,,1,
232077,,,1,
232078,,2,,
232079,,2,,
232080,,2,,
232081,,2,,
232083,,1,,
232084,,2,,
232085,,2,,
232086,,2,,
232087,,2,,
232088,,2,,
232089,,2,,
232090,,2,,
232093,,2,,
232094,,2,,
232095,,2,,
232096,,2,,
232098,,1,,
232099,,,1,
232101,,2,,
232102,,2,,
232103,,2,,
232105,,2,,
232106,,2,,
232107,,2,,
232108,,2,,
232109,,2,,
232110,,2,,
232111,,1,,
232112,,2,,
232113,,2,,
232114,,2,,
232115,,2,,
232116,,1,,
232118,,1,,
232119,,1,,
232121,,2,,
232122,,2,,
232123,,2,,
232124,,2,,
232125,,2,,
232126,,2,,
232127,,1,,
232128,,1,,
232129,,2,,
232130,,2,,
232131,,2,,
232132,,2,,
232133,,2,,
232134,,2,,
232135,,2,,
232136,,2,,
232137,,2,,
232138,,2,,
232139,,2,,
232140,,2,,
232141,,1,,
232142,,2,,
232143,,2,,
232144,,,1,
232145,,2,,
232146,,2,,
232147,,2,,
232148,,,1,
232150,,2,,
232152,,2,,
232154,,2,,
232157,,1,,
232158,,1,,
232159,,,1,
232161,,,1,
232162,,2,,
232163,,2,,
232164,,,1,
232167,,,1,
232168,,,1,
232171,,2,,
232172,,2,,
232173,,,1,
232174,,2,,
232175,,,1,
232177,,2,,
232178,,,1,
232179,,,1,
232181,,2,,
232183,,2,,
232184,,2,,
232185,,2,,
232186,,2,,
232187,,2,,
232188,,2,,
232189,,2,,
232192,,2,,
232194,,2,,
232195,,2,,
232196,,2,,
232197,,2,,
232198,,2,,
232200,,2,,
232201,,2,,
232202,,2,,
232203,,2,,
232204,,2,,
232205,,2,,
232206,,2,,
232207,,2,,
232208,,2,,
232212,,2,,
232213,,2,,
232214,,2,,
232215,,2,,
232216,,2,,
232217,,2,,
232218,,2,,
232220,,2,,
232221,,2,,
232222,,2,,
232223,,2,,
232225,,2,,
232226,,2,,
232227,,2,,
232228,,2,,
232229,,2,,
232230,,2,,
232231,,2,,
232232,,2,,
232234,,2,,
232237,,2,,
232238,,2,,
232239,,2,,
232240,,2,,
232244,,2,,
232245,,2,,
232246,,2,,
232247,,2,,
232248,,2,,
232249,,2,,
232250,,2,,
232251,,2,,
232252,,2,,
232253,,2,,
232254,,2,,
232255,,2,,
232256,,2,,
232257,,2,,
232258,,2,,
232259,,2,,
232260,,2,,
232261,,2,,
232262,,2,,
232263,,2,,
232264,,2,,
232265,,2,,
232266,,2,,
232267,,,1,
232268,,2,,
232269,,1,,
232270,,2,,
232271,,2,,
232272,,2,,
232273,,1,,
232274,,2,,
232275,,2,,
232276,,,1,
232280,,2,,
232281,,2,,
232282,,,1,
232283,,,1,
232284,,2,,
232285,,2,,
232286,,2,,
232287,,2,,
232289,,,1,
232290,,2,,
232295,,2,,
232298,,2,,
232299,,2,,
232300,,2,,
232301,,2,,
232302,,2,,
232303,,2,,
232304,,2,,
232305,,2,,
232306,,2,,
232307,,2,,
232308,,2,,
232309,,2,,
232310,,2,,
232311,,2,,
232312,,2,,
232313,,2,,
232314,,,1,
232315,,1,,
232316,,2,,
232317,,2,,
232318,,2,,
232319,,2,,
232320,,2,,
232321,,2,,
232322,,,1,
232323,,1,,
232324,,1,,
232325,,1,,
232327,,2,,
232328,,2,,
232329,,2,,
232330,,1,,
232331,,2,,
232332,,2,,
232333,,2,,
232334,,2,,
232335,,2,,
232336,,2,,
232337,,2,,
232338,,2,,
232339,,2,,
232340,,2,,
232342,,2,,
232343,,2,,
232344,,2,,
232345,,2,,
232346,,2,,
232347,,2,,
232348,,2,,
232349,,2,,
232353,,2,,
232354,,1,,
232355,,,1,
232356,,2,,
232357,,2,,
232358,,2,,
232359,,2,,
232361,,2,,
232362,,2,,
232363,,2,,
232367,,2,,
232368,,2,,
232369,,2,,
232370,,2,,
232374,,2,,
232375,,2,,
232376,,2,,
232377,,2,,
232378,,2,,
232379,,2,,
232380,,2,,
232381,,2,,
232382,,1,,
232383,,1,,
232384,,1,,
232385,,2,,
232389,,1,,
232390,,1,,
232391,,1,,
232392,,2,,
232393,,2,,
232394,,1,,
232395,,2,,
232396,,2,,
232397,,2,,
232398,,2,,
232399,,2,,
232400,,2,,
232402,,2,,
232403,,1,,
232404,,2,,
232405,,2,,
232406,,2,,
232407,,2,,
232411,,2,,
232412,,2,,
232415,,1,,
232416,,2,,
232417,,2,,
232418,,2,,
232419,,2,,
232420,,2,,
232421,,2,,
232422,,2,,
232423,,2,,
232424,,2,,
232425,,2,,
232426,,,1,
232427,,2,,
232428,,2,,
232429,,2,,
232430,,2,,
232431,,2,,
232432,,2,,
232433,,,1,
232434,,2,,
232435,,2,,
232436,,2,,
232437,,1,,
232438,,2,,
232439,,1,,
232440,,2,,
232441,,2,,
232442,,2,,
232443,,2,,
232444,,2,,
232445,,2,,
232446,,1,,
232447,,2,,
232448,,2,,
232449,,2,,
232450,,2,,
232451,,2,,
232452,,1,,
232453,,2,,
232454,,2,,
232455,,2,,
232456,,2,,
232457,,2,,
232458,,,1,
232459,,,1,
232460,,2,,
232461,,2,,
232462,,2,,
232463,,2,,
232466,,2,,
232467,,2,,
232469,,2,,
232470,,1,,
232471,,2,,
232472,,2,,
232473,,2,,
232474,,2,,
232475,,2,,
232479,,2,,
232480,,2,,
232482,,2,,
232483,,2,,
232484,,2,,
232485,,2,,
232486,,2,,
232487,,2,,
232488,,2,,
232489,,,1,
232490,,,1,
232491,,2,,
232492,,2,,
232493,,2,,
232495,,2,,
232496,,2,,
232497,,2,,
232498,,2,,
232499,,2,,
232500,,2,,
232501,,2,,
232502,,2,,
232503,,1,,
232504,,2,,
232505,,2,,
232506,,2,,
232507,,2,,
232508,,2,,
232509,,2,,
232510,,2,,
232511,,2,,
232512,,2,,
232513,,2,,
232514,,,1,
232515,,,1,
232516,,2,,
232517,,2,,
232519,,2,,
232520,,2,,
232521,,2,,
232522,,2,,
232523,,2,,
232524,,2,,
232525,,2,,
232526,,2,,
232529,,2,,
232530,,2,,
232531,,2,,
232532,,2,,
232533,,2,,
232534,,2,,
232535,,2,,
232536,,2,,
232537,,2,,
232538,,2,,
232539,,2,,
232540,,2,,
232541,,2,,
232542,,2,,
232543,,2,,
232544,,2,,
232546,,2,,
232547,,1,,
232548,,2,,
232549,,2,,
232550,,2,,
232551,,2,,
232552,,2,,
232553,,2,,
232554,,2,,
232555,,2,,
232556,,2,,
232560,,2,,
232561,,,1,
232562,,,1,
232563,,1,,
232564,,2,,
232565,,2,,
232566,,2,,
232567,,2,,
232569,,2,,
232570,,2,,
232571,,2,,
232572,,2,,
232573,,2,,
232575,,2,,
232576,,2,,
232577,,2,,
232579,,2,,
232581,,2,,
232582,,2,,
232583,,2,,
232585,,2,,
232586,,2,,
232587,,2,,
232588,,2,,
232590,,2,,
232591,,2,,
232592,,2,,
232593,,2,,
232594,,2,,
232595,,2,,
232596,,2,,
232597,,,1,
232598,,,1,
232599,,2,,
232600,,,1,
232602,,2,,
232603,,2,,
232604,,2,,
232605,,2,,
232606,,2,,
232607,,,1,
232608,,,1,
232609,,,1,
232610,,2,,
232612,,2,,
232613,,2,,
232614,,2,,
232615,,2,,
232616,,2,,
232617,,2,,
232618,,2,,
232619,,2,,
232620,,2,,
232621,,2,,
232622,,2,,
232623,,2,,
232625,,2,,
232626,,2,,
232628,,2,,
232629,,2,,
232630,,1,,
232631,,2,,
232632,,2,,
232633,,2,,
232634,,2,,
232635,,2,,
232636,,2,,
232637,,2,,
232638,,2,,
232639,,2,,
232640,,2,,
232641,,2,,
232642,,2,,
232643,,2,,
232644,,2,,
232645,,2,,
232649,,2,,
232650,,2,,
232651,,2,,
232652,,2,,
232653,,2,,
232654,,2,,
232656,,2,,
232657,,2,,
232658,,2,,
232659,,2,,
232660,,2,,
232661,,2,,
232664,,2,,
232665,,2,,
232667,,2,,
232668,,2,,
232670,,2,,
232671,,2,,
232672,,2,,
232673,,2,,
232675,,2,,
232676,,2,,
232677,,,1,
232678,,,1,
232680,,,1,
232681,,2,,
232682,,,1,
232683,,2,,
232684,,2,,
232686,,1,,
232687,,,1,
232688,,,1,
232689,,1,,
232690,,2,,
232691,,2,,
232692,,2,,
232693,,2,,
232694,,2,,
232695,,2,,
232696,,2,,
232697,,2,,
232698,,2,,
232699,,2,,
232700,,2,,
232701,,2,,
232702,,2,,
232703,,2,,
232704,,2,,
232705,,,1,
232706,,1,,
232707,,,1,
232708,,1,,
232709,,,1,
232710,,1,,
232712,,1,,
232715,,2,,
232716,,2,,
232717,,2,,
232719,,,1,
232720,,1,,
232721,,2,,
232722,,2,,
232723,,2,,
232724,,2,,
232725,,2,,
232726,,,1,
232727,,1,,
232728,,2,,
232729,,2,,
232730,,2,,
232731,,2,,
232732,,2,,
232733,,2,,
232734,,2,,
232735,,,1,
232736,,1,,
232737,,,1,
232738,,1,,
232739,,1,,
232740,,2,,
232741,,2,,
232742,,2,,
232743,,2,,
232744,,2,,
232745,,,1,
232747,,2,,
232748,,2,,
232749,,2,,
232750,,2,,
232751,,,1,
232752,,2,,
232753,,2,,
232754,,1,,
232755,,,1,
232766,,2,,
232770,,2,,
232771,,2,,
232774,,,1,
232775,,,1,
232776,,2,,
232778,,,1,
232779,,2,,
232780,,2,,
232781,,2,,
232782,,,1,
232783,,,1,
232784,,,1,
232785,,,1,
232787,,2,,
232788,,,1,
232789,,,1,
232793,,,1,
232794,,,1,
232795,,,1,
232796,,2,,
232797,,2,,
232798,,2,,
232801,,,1,
232802,,,1,
232803,,2,,
232804,,2,,
232807,,,1,
232808,,2,,
232809,,2,,
232811,,2,,
232812,,2,,
232813,,,1,
232814,,,1,
232816,,,1,
232817,,,1,
232818,,2,,
232819,,2,,
232820,,2,,
232821,,2,,
232822,,2,,
232823,,2,,
232825,,2,,
232827,,,1,
232828,,,1,
232829,,2,,
232830,,2,,
232831,,2,,
232832,,1,,
232833,,1,,
232834,,1,,
232835,,1,,
232836,,1,,
232837,,1,,
232838,,1,,
232839,,1,,
232840,,1,,
232841,,2,,
232842,,2,,
232843,,2,,
232844,,1,,
232845,,1,,
232846,,,1,
232847,,,1,
232848,,2,,
232849,,1,,
232850,,1,,
232851,,1,,
232852,,2,,
232853,,2,,
232856,,2,,
232857,,2,,
232860,,,1,
232861,,,1,
232908,,2,,
232909,,2,,
232910,,2,,
232911,,2,,
232912,,,1,
232913,,,1,
232914,,2,,
232916,,2,,
232917,,2,,
232918,,2,,
232919,,2,,
232969,,1,,
232970,,4,,
232971,,2,,
233054,,,8,
233157,,2,,
233158,,2,,
233159,,2,,
233160,,2,,
233161,,2,,
233162,,2,,
233163,,2,,
233164,,2,,
233165,,2,,
233166,,2,,
233167,,2,,
233168,,2,,
233173,,1,,
233174,,4,,
233193,,2,,HYDRO
233197,,4,,HYDRO
233204,,6,,HYDRO
233205,,2,,HYDRO
233208,,4,,HYDRO
233209,,10,,HYDRO
233213,,2,,HYDRO
233215,,2,,HYDRO
233218,,2,,HYDRO
233223,,2,,HYDRO
233226,,2,,HYDRO
233227,,2,,HYDRO
233265,,2,,
233317,,2,,
233319,,4,,
233474,,2,,
233510,,2,,
233512,,2,,
233513,,2,,
234496,,2,,
234557,,2,,
234645,,1,,
234646,,2,,
234647,,2,,
234648,,2,,
234649,,2,,
234650,,2,,
234651,,2,,
234652,,2,,
234653,,2,,
234656,,,2,
234657,,2,,
234658,,12,,
234701,,1,,
234735,,1,,
234736,,2,,
234737,,2,,
234738,,2,,
235010,,2,,
235012,,2,,
235013,,2,,
235014,,2,,
235015,,2,,
235026,,2,,
235027,,2,,
235092,,2,,
235096,,2,,
235097,,6,,
235099,,2,,
235115,,2,,
235116,,2,,
235117,,2,,
235128,,2,,
235267,,2,,
235268,,2,,
235269,,2,,
235270,,2,,
235271,,2,,
235276,,2,,
235277,,2,,
235293,,2,,
235372,,2,,
235374,,2,,
235375,,2,,
235376,,2,,
235377,,2,,
235378,,2,,
235397,,1,,
235454,,2,,
235455,,2,,
235456,,2,,
235457,,1,,
235458,,2,,
235459,,2,,
235520,,2,,
235557,,1,,
235558,,,1,
235627,,2,,
235628,,2,,
235681,,2,,
235682,,2,,
235683,,2,,
235684,,2,,
235685,,2,,
235686,,2,,
235687,,,1,
235693,,2,,
235694,,2,,
235719,,1,,
235754,,2,,
235755,,7,,
235770,,2,,
235771,,2,,
235772,,2,,
235773,,2,,
235794,,2,,
235814,,2,,
235815,,2,,
235816,,2,,
235817,,2,,
235818,,2,,
235819,,2,,
235821,,2,,
235822,,12,,
235823,,2,,
235872,,2,,
235873,,2,,
235874,,1,,
235880,,,4,
235912,,2,,
235913,,2,,
235914,,2,,
235915,,2,,
235918,,2,,
235919,,2,,
235920,,2,,
235921,,2,,
235923,,2,,
235974,,2,,
235976,,2,,
235977,,2,,
235978,,2,,
235979,,2,,
235980,,2,,
235981,,4,,
236029,,,1,
236030,,,1,
236031,,,1,
236032,,,1,
236033,,,1,
236044,,2,,
236076,,,2,
236077,,,2,
236098,,2,,
236162,,2,,
236163,,,1,
236164,,2,,
236168,,8,,
236170,,2,,
236216,,2,,
236240,,2,,
236241,,2,,
236242,,2,,
236243,,2,,
236244,,2,,
236245,,2,,
236246,,2,,
236252,,,2,
236266,,4,,
236270,,,8,
236271,,,8,
236313,,2,,
236317,,2,,
236318,,1,,
236319,,2,,
236320,,2,,
236354,,2,,
236355,,1,,
236356,,2,,
236357,,,1,
236358,,,1,
236359,,2,,
236360,,16,,
236361,,1,,
236362,,1,,
236363,,1,,
236364,,2,,
236385,,2,,
236413,,2,,
236414,,2,,
236415,,2,,
236417,,1,,
236419,,2,,
236420,,2,,
236421,,2,,
236422,,2,,
236423,,2,,
236430,,2,,
236431,,3,,
236491,,2,,
236501,,2,,
236502,,1,,
236503,,2,,
236504,,2,,
236505,,2,,
236506,,2,,
236508,,4,,
236509,,4,,
236510,,2,,
236577,,1,,
236578,,1,,
236579,,2,,
236580,,,1,
236581,,,1,
236583,,2,,
236584,,2,,
236585,,2,,
236586,,2,,
236587,,4,,
236588,,2,,
236602,,2,,
236603,,2,,
236604,,1,,
236605,,2,,
236647,,2,,
236648,,2,,
236658,,8,,
236696,,2,,
236697,,2,,
236700,,4,,
236701,,1,,
236760,,2,,
236762,,,1,
236764,,1,,
236805,,2,,
236806,,2,,
236807,,6,,
236808,,5,,
236809,,4,,
236859,,,8,
236860,,,6,
236861,,,6,
236869,,,6,
236870,,,6,
236908,,2,,
236926,,2,,
236941,,,1,
236942,,2,,
236946,,6,,
236983,,,1,
237022,,,2,
237023,,5,,
237195,,2,,
237196,,2,,
237197,,2,,
237198,,2,,
237200,,2,,
237201,,2,,
237202,,2,,
237203,,2,,
237204,,2,,
237205,,2,,
237206,,2,,
237207,,2,,
237208,,2,,
237209,,4,,
237210,,1,,
237211,,1,,
237242,,2,,
237245,,2,,
237246,,2,,
237247,,2,,
237248,,4,,
237249,,2,,
237333,,2,,
237334,,2,,
237335,,2,,
237336,,2,,
237707,,2,,
237708,,2,,
237709,,2,,
237710,,2,,
237711,,,1,
237712,,2,,
237713,,2,,
237714,,2,,
237716,,,8,
237717,,,12,
237718,,,8,
237720,,,6,
237721,,,4,
237722,,,8,
237723,,,12,
237724,,,8,
237725,,,8,
237726,,,8,
237727,,,8,
237765,,2,,
237766,,2,,
237767,,2,,
237768,,2,,
237769,,2,,
237770,,2,,
237771,,2,,
237772,,2,,
237775,,,2,
237780,,2,,
237792,,2,,
237812,,,1,
237813,,2,,
237814,,2,,
237815,,2,,
237816,,2,,
237818,,2,,
237819,,2,,
237820,,2,,
237821,,6,,
237862,,2,,
237865,,2,,
237866,,2,,
237870,,6,,
237964,,1,,
237965,,2,,
237966,,2,,
237967,,2,,
237968,,2,,
237969,,2,,
237970,,2,,
237971,,2,,
237975,,2,,
237977,,,1,
237978,,1,,
237979,,1,,
237980,,2,,
237981,,2,,
237982,,2,,
237983,,2,,
237984,,2,,
237986,,2,,
237987,,2,,
237988,,2,,
237989,,2,,
237990,,2,,
237991,,2,,
237992,,1,,
237993,,2,,
237994,,2,,
237995,,2,,
238149,,2,,
238150,,2,,
238151,,2,,
238152,,2,,
238154,,2,,
238155,,2,,
238157,,,3,
238158,,4,,
238159,,4,,
238216,,,4,
238217,,,6,
238244,,2,,
238245,,2,,
238252,,2,,
238266,,2,,
238267,,2,,
238271,,2,,
238273,,2,,
238275,,,1,
238352,,1,,
238353,,1,,
238354,,1,,
238355,,1,,
238357,,,1,
238359,,,1,
238450,,2,,
238452,,2,,
238488,,2,,
238489,,2,,
238490,,2,,
238491,,1,,
238492,,2,,
238493,,,1,
238494,,,1,
238495,,,1,
238496,,2,,
238498,,2,,
238500,,1,,
238512,,2,,
238524,,2,,
238525,,2,,
238526,,2,,
238589,,1,,
238590,,2,,
238591,,3,,
238592,,2,,
238594,,1,,
238595,,1,,
238596,,1,,
238597,,1,,
238598,,2,,
238599,,1,,
238600,,3,1,
238601,,1,,
238602,,1,,
238603,,3,,
238604,,2,,
238605,,1,,
238606,,,8,
238607,,,12,
238610,,2,,
238648,,2,,
238652,,2,,
238665,,,1,
238670,,2,,
238671,,2,,
